title,price,img-src,link_produkt-href,chipset,ram,dlugosc,taktowanie,part_number
PNY Quadro T400 4GB GDDR6,"989,42 zł",https://images.morele.net/i256/9856257_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-quadro-t400-4gb-gddr6-vcnt400-4gb-pb-9856257/,Quadro T400,156 mm,156 mm,1425 MHz,VCNT400-4GB-PB
Palit GeForce RTX 3050 KalmX 6GB GDDR6,889 zł,https://images.morele.net/i256/13173058_0_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-3050-kalmx-6gb-gddr6-ne63050018je-1070h-13173058/,GeForce RTX 3050,166 mm,166 mm,1492 MHz,NE63050018JE-1070H
AFOX Radeon RX 5500 XT 8GB GDDR6,"788,92 zł",https://images.morele.net/i256/9624378_1_i256.jpg,https://www.morele.net/karta-graficzna-afox-radeon-rx-5500-xt-8gb-gddr6-afrx5500xt-8gd6h7-9624378/,Radeon RX 5500 XT,Brak danych,Brak danych,1845 MHz,AFRX5500XT-8GD6H7
MSI GeForce GT 1030 4GHD4 LP OC 4GB DDR4,"318,89 zł",https://images.morele.net/i256/13672987_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-gt-1030-4ghd4-lp-oc-4gb-ddr4-13672987/,GeForce GT 1030,150 mm,150 mm,1430 MHz,
Gigabyte GeForce RTX 4060 Ti Eagle OC Ice 8GB GDDR6,"2 139,94 zł",https://images.morele.net/i256/13178938_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4060-ti-eagle-oc-ice-8gb-gddr6-gv-n406teagleoc-ice-8gd-13178938/,GeForce RTX 4060 Ti,272 mm,272 mm,2550 MHz,GV-N406TEAGLEOC ICE-8GD
PNY Quadro T1000 8GB GDDR6,"1 952,99 zł",https://images.morele.net/i256/9865541_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-quadro-t1000-8gb-gddr6-vcnt1000-8gb-pb-9865541/,,,,,VCNT1000-8GB-PB
Palit GeForce RTX 3050 StormX 6GB GDDR6,769 zł,https://images.morele.net/i256/13173059_0_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-3050-stormx-6gb-gddr6-ne63050018je-1070f-13173059/,GeForce RTX 3050,162 mm,162 mm,1470 MHz,NE63050018JE-1070F
PNY RTX A2000 12GB GDDR6,"2 646,87 zł",https://images.morele.net/i256/9893280_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-a2000-12gb-gddr6-vcnrtxa2000-12gb-sb-9893280/,,,,,VCNRTXA2000-12GB-SB
Palit GeForce RTX 4060 Infinity 2 8GB GDDR6,1 339 zł,https://images.morele.net/i256/13224696_0_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-4060-infinity-2-8gb-gddr6-ne64060019p1-1070l-13224696/,GeForce RTX 4060,250 mm,250 mm,2460 MHz,NE64060019P1-1070L
Gigabyte GeForce RTX 3060 Gaming OC 8GB GDDR6,1 199 zł,https://images.morele.net/i256/13056910_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-3060-gaming-oc-8gb-gddr6-gv-n3060gaming-oc-8gd-2-0-13056910/,GeForce RTX 3060,198 mm,198 mm,1807 MHz,GV-N3060GAMING OC-8GD 2.0
Biostar GeForce GT 730 4GB DDR3,"298,80 zł",https://images.morele.net/i256/5946477_1_i256.jpg,https://www.morele.net/karta-graficzna-biostar-geforce-gt-730-4gb-ddr3-vn7313th41-tbbrl-bs2-5946477/,GeForce GT 730,Brak danych,Brak danych,Nie dotyczy,VN7313TH41-TBBRL-BS2
ASRock Radeon RX 6600 Challenger White 8GB GDDR6,"953,99 zł",https://images.morele.net/i256/13126220_0_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-6600-challenger-white-8gb-gddr6-rx6600-clw-8g-13126220/,Radeon RX 6600,269 mm,269 mm,2491 MHz,RX6600 CLW 8G
ASRock Radeon RX 7700 XT Steel Legend 12GB GDDR6,"2 018,96 zł",https://images.morele.net/i256/13095049_1_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-7700-xt-steel-legend-12gb-gddr6-rx7700xt-sl-12go-13095049/,Radeon RX 7700 XT,304 mm,304 mm,2599 MHz,RX7700XT SL 12GO
ASRock Radeon RX 7600 Phantom Gaming OC 8GB GDDR6,"1 493,60 zł",https://images.morele.net/i256/12899795_0_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-7600-phantom-gaming-oc-8gb-gddr6-rx7600-pg-8go-12899795/,Radeon RX 7600,305 mm,305 mm,2775 MHz,RX7600 PG 8GO
Gigabyte GeForce RTX 4060 Eagle OC Ice 8GB GDDR6,"1 448,02 zł",https://images.morele.net/i256/13178937_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4060-eagle-oc-ice-8gb-gddr6-gv-n4060eagleoc-ice-8gd-13178937/,,,,,GV-N4060EAGLEOC ICE-8GD
ASRock Arc A770 Phantom Gaming OC 16GB GDDR6,"1 466,35 zł",https://images.morele.net/i256/13120076_0_i256.jpg,https://www.morele.net/karta-graficzna-asrock-arc-a770-phantom-gaming-oc-16gb-gddr6-a770-pg-16go-13120076/,Arc A770,305 mm,305 mm,2400 MHz,A770 PG 16GO
XFX Speedster QICK 319 Radeon RX 7700 XT Black Edition 12GB GDDR6,1 867 zł,https://images.morele.net/i256/13118009_0_i256.jpg,https://www.morele.net/karta-graficzna-xfx-speedster-qick-319-radeon-rx-7700-xt-black-edition-12gb-gddr6-rx-77tqickb9-13118009/,Radeon RX 7700 XT,335 mm,335 mm,2599 MHz,RX-77TQICKB9
ASRock Radeon RX 6500 XT Phantom Gaming D OC 4GB GDDR6,"672,70 zł",https://images.morele.net/i256/9858876_0_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-6500-xt-phantom-gaming-d-oc-4gb-gddr6-rx6500xt-pgd-4go-9858876/,Radeon RX 6500 XT,240 mm,240 mm,Brak danych,RX6500XT PGD 4GO
PNY GeForce RTX 4080 SUPER Verto OC 16GB GDDR6X,,https://images.morele.net/i256/13168097_10_i256.jpg,https://www.morele.net/karta-graficzna-pny-geforce-rtx-4080-super-verto-oc-16gb-gddr6x-vcg4080s16tfxpb1-o-13168097/,GeForce RTX 4080 Super,340 mm,340 mm,2565 MHz,VCG4080S16TFXPB1-O
Sapphire Pulse Radeon RX 6400 Gaming 4GB GDDR6,539 zł,https://images.morele.net/i256/10255163_5_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-pulse-radeon-rx-6400-gaming-4gb-gddr6-11315-01-20g-10255163/,Radeon RX 6400,170 mm,170 mm,2321 MHz,11315-01-20G
Asus GeForce GT 730 2GB GDDR5,"336,66 zł",https://images.morele.net/i256/9387600_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-geforce-gt-730-2gb-gddr5-gt730-4h-sl-2gd5-9387600/,GeForce GT 730,148 mm,148 mm,Nie dotyczy,GT730-4H-SL-2GD5
Asus Dual GeForce RTX 4060 Ti EVO OC 8GB GDDR6,"1 938,98 zł",https://images.morele.net/i256/13178666_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-geforce-rtx-4060-ti-evo-oc-8gb-gddr6-dual-rtx4060ti-o8g-evo-13178666/,GeForce RTX 4060 Ti,227 mm,227 mm,2595 MHz,DUAL-RTX4060TI-O8G-EVO
Asus Dual Radeon RX 7600 OC V2 8GB GDDR6,"1 590,99 zł",https://images.morele.net/i256/13035467_12_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-radeon-rx-7600-oc-v2-8gb-gddr6-dual-rx7600-o8g-v2-13035467/,Radeon RX 7600,205 mm,205 mm,2715 MHz,DUAL-RX7600-O8G-V2
ASRock Radeon RX 7600 Steel Legend 8GB OC,1 379 zł,https://images.morele.net/i256/13092301_5_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-7600-steel-legend-8gb-oc-rx7600-sl-8go-13092301/,Radeon RX 7600,303 mm,303 mm,2725 MHz,RX7600 SL 8GO
Asus Dual Radeon RX 7800 XT OC 16GB GDDR6,"2 266,98 zł",https://images.morele.net/i256/13169803_13_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-radeon-rx-7800-xt-oc-16gb-gddr6-dual-rx7800xt-o16g-13169803/,Radeon RX 7800 XT,280 mm,280 mm,2520 MHz,DUAL-RX7800XT-O16G
XFX Radeon RX 7900 XT Speedster MERC 310 20GB GDDR6,2 989 zł,https://images.morele.net/i256/12456771_5_i256.jpg,https://www.morele.net/karta-graficzna-xfx-radeon-rx-7900-xt-speedster-merc-310-20gb-gddr6-rx-79tmercu9-12456771/,Radeon RX 7900 XT,344 mm,344 mm,2535 MHz,RX-79TMERCU9
Asus ProArt GeForce RTX 4060 OC 8GB GDDR6,"1 968,15 zł",https://images.morele.net/i256/13114724_13_i256.jpg,https://www.morele.net/karta-graficzna-asus-proart-geforce-rtx-4060-oc-8gb-gddr6-proart-rtx4060-o8g-13114724/,GeForce RTX 4060,300 mm,300 mm,2580 MHz,PROART-RTX4060-O8G
ASRock Radeon RX 7700 XT Challenger OC 12GB GDDR6,"1 943,24 zł",https://images.morele.net/i256/13095055_1_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-7700-xt-challenger-oc-12gb-gddr6-rx7700xt-cl-12go-13095055/,Radeon RX 7700 XT,266 mm,266 mm,2584 MHz,RX7700XT CL 12GO
MSI GeForce RTX 3050 Ventus 2X OC 6GB GDDR6,809 zł,https://images.morele.net/i256/13173192_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-3050-ventus-2x-oc-6gb-gddr6-13173192/,GeForce RTX 3050,174 mm,174 mm,1492 MHz,
MSI GeForce GT 1030 2GHD4 LP OC 2GB DDR4,"647,82 zł",https://images.morele.net/i256/4163918_4_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-gt-1030-2ghd4-lp-oc-2gb-ddr4-gt-1030-2ghd4-lp-oc-4163918/,GeForce GT 1030,150 mm,150 mm,1430 MHz,GT 1030 2GHD4 LP OC
XFX Speedster QICK 319 Radeon RX 7800 XT Core 16GB GDDR6,2 199 zł,https://images.morele.net/i256/13118423_6_i256.jpg,https://www.morele.net/karta-graficzna-xfx-speedster-qick-319-radeon-rx-7800-xt-core-16gb-gddr6-rx-78tqickf9-13118423/,Radeon RX 7800 XT,335 mm,335 mm,2430 MHz,RX-78TQICKF9
PNY GeForce RTX 4070 SUPER XLR8 Gaming Verto Epic-X RGB OC 12GB GDDR6X,"3 226,94 zł",https://images.morele.net/i256/13168100_10_i256.jpg,https://www.morele.net/karta-graficzna-pny-geforce-rtx-4070-super-xlr8-gaming-verto-epic-x-rgb-oc-12gb-gddr6x-vcg4070s12tfxxpb1-o-13168100/,GeForce RTX 4070 Super,305 mm,305 mm,2505 MHz,VCG4070S12TFXXPB1-O
Asus GeForce GT 1030 2GB GDDR5,"373,03 zł",https://images.morele.net/i256/1288387_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-geforce-gt-1030-2gb-gddr5-gt1030-sl-2g-brk-1288387/,GeForce GT 1030,173 mm,173 mm,1506 MHz,GT1030-SL-2G-BRK
Gigabyte GeForce RTX 4060 Aero OC 8GB GDDR6,"1 578,84 zł",https://images.morele.net/i256/12960741_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4060-aero-oc-8gb-gddr6-gv-n4060aero-oc-8gd-12960741/,GeForce RTX 4060,281 mm,281 mm,2550 MHz,GV-N4060AERO OC-8GD
Sapphire Nitro+ Radeon RX 7900 XT Vapor-X 20GB GDDR6,"3 565,08 zł",https://images.morele.net/i256/12801363_5_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-nitro-radeon-rx-7900-xt-vapor-x-20gb-gddr6-11323-01-40g-12801363/,Radeon RX 7900 XT,320 mm,320 mm,2560 MHz,11323-01-40G
Asus GeForce GT 1030 Low Profile 2GB GDDR5,519 zł,https://images.morele.net/i256/1699238_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-geforce-gt-1030-low-profile-2gb-gddr5-gt1030-2g-brk-1699238/,GeForce GT 1030,169 mm,169 mm,1506 MHz,GT1030-2G-BRK
Gigabyte GeForce GT 710 2GB GDDR5,"214,91 zł",https://images.morele.net/i256/1415438_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-gt-710-2gb-gddr5-gv-n710d5-2gl-1415438/,GeForce GT 710,151 mm,151 mm,Nie dotyczy,GV-N710D5-2GL
Sapphire Pure Radeon RX 7800 XT 16GB GDDR6,"2 339,94 zł",https://images.morele.net/i256/13117802_0_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-pure-radeon-rx-7800-xt-16gb-gddr6-11330-03-20g-13117802/,Radeon RX 7800 XT,320 mm,320 mm,2475 MHz,11330-03-20G
Gigabyte Radeon RX 7600 XT Gaming OC 16GB GDDR6,1 465 zł,https://images.morele.net/i256/13168875_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-radeon-rx-7600-xt-gaming-oc-16gb-gddr6-gv-r76xtgaming-oc-16gd-13168875/,Radeon RX 7600 XT,281 mm,281 mm,2810 MHz,GV-R76XTGAMING OC-16GD
Sapphire Pulse Radeon RX 7900 XT 20GB GDDR6,"3 478,12 zł",https://images.morele.net/i256/12629057_1_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-pulse-radeon-rx-7900-xt-20gb-gddr6-11323-02-20g-12629057/,Radeon RX 7900 XT,313 mm,313 mm,2450 MHz,11323-02-20G
Gigabyte GeForce RTX 4070 SUPER Gaming OC 12GB GDDR6X,,https://images.morele.net/i256/13166603_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4070-super-gaming-oc-12gb-gddr6x-gv-n407sgaming-oc-12gd-13166603/,GeForce RTX 4070 Super,300 mm,300 mm,2595 MHz,GV-N407SGAMING OC-12GD
MSI GeForce GT 710 Low Profile 2GB DDR3,"176,94 zł",https://images.morele.net/i256/853058_4_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-gt-710-low-profile-2gb-ddr3-853058/,GeForce GT 710,146 mm,146 mm,Nie dotyczy,
Gigabyte GeForce RTX­­ 4060 Gaming OC 8GB GDDR6,"1 437,29 zł",https://images.morele.net/i256/12960744_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4060-gaming-oc-8gb-gddr6-gv-n4060gaming-oc-8gd-12960744/,GeForce RTX 4060,281 mm,281 mm,2550 MHz,GV-N4060GAMING OC-8GD
Sapphire Pulse Radeon RX 7700 XT 12GB GDDR6,"1 785,69 zł",https://images.morele.net/i256/13095058_0_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-pulse-radeon-rx-7700-xt-12gb-gddr6-11335-04-20g-13095058/,Radeon RX 7700 XT,280 mm,280 mm,2544 MHz,11335-04-20G
Gigabyte Radeon RX 7600 Gaming OC 8GB GDDR6,1 109 zł,https://images.morele.net/i256/12899799_1_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-radeon-rx-7600-gaming-oc-8gb-gddr6-gv-r76gaming-oc-8gd-12899799/,Radeon RX 7600,282 mm,282 mm,2755 MHz,GV-R76GAMING OC-8GD
Sapphire Pulse Radeon RX 7600 Gaming OC 8GB GDDR6,"1 128,72 zł",https://images.morele.net/i256/12899797_0_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-pulse-radeon-rx-7600-gaming-oc-8gb-gddr6-11324-01-20g-12899797/,Radeon RX 7600,240 mm,240 mm,2755 MHz,11324-01-20G
Gigabyte GeForce RTX 4060 Windforce OC 8GB GDDR6,"1 408,46 zł",https://images.morele.net/i256/12960743_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4060-windforce-oc-8gb-gddr6-gv-n4060wf2oc-8gd-12960743/,GeForce RTX 4060,192 mm,192 mm,2475 MHz,GV-N4060WF2OC-8GD
Gigabyte Radeon RX 7800 XT Gaming OC 16GB GDDR6,2 835 zł,https://images.morele.net/i256/13095158_8_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-radeon-rx-7800-xt-gaming-oc-16gb-gddr6-gv-r78xtgaming-oc-16gd-13095158/,Radeon RX 7800 XT,302 mm,302 mm,2565 MHz,GV-R78XTGAMING OC-16GD
Gigabyte GeForce RTX 4060 Eagle OC 8GB GDDR6,"1 428,99 zł",https://images.morele.net/i256/12960745_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4060-eagle-oc-8gb-gddr6-gv-n4060eagle-oc-8gd-12960745/,,,,,GV-N4060EAGLE OC-8GD
Gigabyte GeForce RTX 3060 Gaming OC 12G,1 267 zł,https://images.morele.net/i256/5948081_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-3060-gaming-oc-12g-gv-n3060gaming-oc-12gd-2-0-5948081/,GeForce RTX 3060,282 mm,282 mm,1837 MHz,GV-N3060GAMING OC-12GD 2.0
MSI GeForce RTX 5090 Suprim SOC 32GB GDDR7,13 913 zł,https://images.morele.net/i256/14472089_6_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-5090-suprim-soc-32gb-gddr7-14472089/,GeForce RTX 5090,359 mm,359 mm,2580 MHz,
MSI GeForce RTX 5060 Ti Ventus 2X OC Plus 16GB GDDR7 DLSS4,1 999 zł,https://images.morele.net/i256/14848093_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-5060-ti-ventus-2x-oc-plus-16gb-gddr7-dlss4-14848093/,GeForce RTX 5060 Ti,227 mm,227 mm,2617 MHz,
MSI GeForce RTX 5090 Suprim Liquid SOC 32GB GDDR7,16 999 zł,https://images.morele.net/i256/14472063_5_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-5090-suprim-liquid-soc-32gb-gddr7-14472063/,GeForce RTX 5090,280 mm,280 mm,2580 MHz,
MSI GeForce RTX 5090 Ventus 3X OC 32GB GDDR7,"14 360,13 zł",https://images.morele.net/i256/14471822_1_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-5090-ventus-3x-oc-32gb-gddr7-14471822/,GeForce RTX 5090,325 mm,325 mm,2452 MHz,
MSI GeForce RTX 5080 Ventus 3X OC 16GB GDDR7 DLSS4,"6 858,98 zł",https://images.morele.net/i256/14523944_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-5080-ventus-3x-oc-16gb-gddr7-dlss4-14523944/,GeForce RTX 5080,303 mm,303 mm,2655 MHz,
MSI GeForce RTX 5080 Ventus 3X OC Plus 16GB GDDR7 DLSS4,5 587 zł,https://images.morele.net/i256/14458152_4_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-5080-ventus-3x-oc-plus-16gb-gddr7-dlss4-14458152/,GeForce RTX 5080,303 mm,303 mm,2655 MHz,
MSI GeForce RTX 5070 Ventus 2X OC White 12GB GDDR7,3 199 zł,https://images.morele.net/i256/14481992_2_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-5070-ventus-2x-oc-white-12gb-gddr7-14481992/,GeForce RTX 5070,Brak danych,Brak danych,2557 MHz,
MSI GeForce RTX 3050 Ventus 2X E OC 6GB GDDR6,789 zł,https://images.morele.net/i256/14214021_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-3050-ventus-2x-e-oc-6gb-gddr6-14214021/,GeForce RTX 3050,174 mm,174 mm,1492 MHz,
MSI GeForce RTX 4080 SUPER Ventus 3X OC 16GB GDDR6X,,https://images.morele.net/i256/13166818_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-4080-super-ventus-3x-oc-16gb-gddr6x-13166818/,GeForce RTX 4080 Super,322 mm,322 mm,2595 MHz,
MSI GeForce RTX 5070 Ventus 2X OC 12GB GDDR7 DLSS4,2 819 zł,https://images.morele.net/i256/14734500_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-5070-ventus-2x-oc-12gb-gddr7-dlss4-14734500/,GeForce RTX 5070,236 mm,236 mm,2557 MHz,
MSI GeForce RTX 5070 Gaming Trio OC 12GB GDDR7 DLSS4,3 199 zł,https://images.morele.net/i256/14727986_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-5070-gaming-trio-oc-12gb-gddr7-dlss4-14727986/,GeForce RTX 5070,338 mm,338 mm,2625 MHz,
MSI GeForce RTX 4060 Ti Ventus 2X Black OC 16GB GDDR6,"2 537,29 zł",https://images.morele.net/i256/13091886_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-4060-ti-ventus-2x-black-oc-16gb-gddr6-13091886/,,,,,
MSI GeForce RTX 3050 LP OC 6GB GDDR6,799 zł,https://images.morele.net/i256/13173190_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-3050-lp-oc-6gb-gddr6-13173190/,GeForce RTX 3050,174 mm,174 mm,1492 MHz,
MSI GeForce RTX 4060 Ventus 2X White OC 8GB GDDR6,"1 313,08 zł",https://images.morele.net/i256/13095568_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-4060-ventus-2x-white-oc-8gb-gddr6-13095568/,GeForce RTX 4060,199 mm,199 mm,2505 MHz,
MSI GeForce RTX 4060 Ti Ventus 2X Black OC 8GB GDDR6,"1 898,98 zł",https://images.morele.net/i256/12893767_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-4060-ti-ventus-2x-black-oc-8gb-gddr6-12893767/,GeForce RTX 4060 Ti,199 mm,199 mm,2580 MHz,
Gigabyte Radeon RX 7700 XT Gaming OC 12GB GDDR6,1 849 zł,https://images.morele.net/i256/13095160_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-radeon-rx-7700-xt-gaming-oc-12gb-gddr6-gv-r77xtgaming-oc-12gd-13095160/,Radeon RX 7700 XT,302 mm,302 mm,2599 MHz,GV-R77XTGAMING OC-12GD
MSI GeForce RTX 4060 Ventus 2X Black OC 8GB GDDR6,"1 322,99 zł",https://images.morele.net/i256/12952781_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-4060-ventus-2x-black-oc-8gb-gddr6-12952781/,GeForce RTX 4060,199 mm,199 mm,2505 MHz,
MSI GeForce RTX 3050 Ventus 2X XS OC White 8GB GDDR6,"999,07 zł",https://images.morele.net/i256/14454328_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-3050-ventus-2x-xs-oc-white-8gb-gddr6-14454328/,,,,,
MSI GeForce RTX 3050 Ventus 2X XS OC 8GB GDDR6,"926,10 zł",https://images.morele.net/i256/13114742_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-3050-ventus-2x-xs-oc-8gb-gddr6-13114742/,,,,,
MSI GeForce RTX 3060 Ventus 2X OC 12GB GDDR6,"1 261,17 zł",https://images.morele.net/i256/5946240_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-3060-ventus-2x-oc-12gb-gddr6-5946240/,GeForce RTX 3060,235 mm,235 mm,1807 MHz,
ASRock Radeon RX 6600 Challenger D 8GB GDDR6,919 zł,https://images.morele.net/i256/9295825_0_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-6600-challenger-d-8gb-gddr6-rx6600-cld-8g-9295825/,Radeon RX 6600,269 mm,269 mm,2491 MHz,RX6600 CLD 8G
PNY GeForce RTX 4070 SUPER Verto OC Dual Fan 12GB GDDR6X,2 899 zł,https://images.morele.net/i256/13168101_10_i256.jpg,https://www.morele.net/karta-graficzna-pny-geforce-rtx-4070-super-verto-oc-dual-fan-12gb-gddr6x-vcg4070s12dfxpb1-o-13168101/,GeForce RTX 4070 Super,247 mm,247 mm,2490 MHz,VCG4070S12DFXPB1-O
Gigabyte GeForce RTX 3060 Windforce OC LHR 12GB GDDR6,1 239 zł,https://images.morele.net/i256/12819699_1_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-3060-windforce-oc-lhr-12gb-gddr6-gv-n3060wf2oc-12gd-2-0-12819699/,GeForce RTX 3060,198 mm,198 mm,1792 MHz,GV-N3060WF2OC-12GD 2.0
PNY GeForce RTX 4060 Ti Verto Dual Fan 8GB GDDR6,1 799 zł,https://images.morele.net/i256/12923011_9_i256.jpg,https://www.morele.net/karta-graficzna-pny-geforce-rtx-4060-ti-verto-dual-fan-8gb-gddr6-vcg4060t8dfxpb1-12923011/,GeForce RTX 4060 Ti,245 mm,245 mm,2535 MHz,VCG4060T8DFXPB1
ASRock Radeon RX 6800 XT Phantom Gaming OC 16GB GDDR6,2 199 zł,https://images.morele.net/i256/12888106_0_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-6800-xt-phantom-gaming-oc-16gb-gddr6-rx6800xt-pg-16go-12888106/,Radeon RX 6800 XT,330 mm,330 mm,2310 MHz,RX6800XT PG 16GO
